dateh;hour;lease;t1;t2;hum;wind_speed;weather_code;weather_code_desc;is_holiday;is_holiday_desc;is_weekend;is_weekend_desc;season_type;season_type_desc
10-06-2016;20:00:00;165;13;13;88;6;1;Despejado;0;No Feriado;0;DdS;1;Verano
06-07-2016;21:00:00;72;13;13;69.5;6;1;Despejado;0;No Feriado;0;DdS;1;Verano
06-07-2016;22:00:00;178;13;13;69.5;6;1;Despejado;0;No Feriado;0;DdS;1;Verano
16-08-2016;23:00:00;124;13;13;88;6;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
02-10-2016;0:00:00;628;13;13;67;6;1;Despejado;0;No Feriado;1;FdS;2;Otono
04-10-2016;1:00:00;160;13;13;82;6;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
08-10-2016;2:00:00;88;13;13;88;6;7;Lluvia;0;No Feriado;1;FdS;2;Otono
25-10-2016;3:00:00;1382;13;13;74.5;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
25-10-2016;4:00:00;1365;13;13;72;6;4;Nublado;0;No Feriado;0;DdS;2;Otono
26-09-2015;5:00:00;750;12.5;12.5;74.5;6;1;Despejado;0;No Feriado;1;FdS;2;Otono
14-04-2016;6:00:00;2230;12.5;12.5;61;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
30-10-2016;7:00:00;1253;12.5;12.5;91;6;1;Despejado;0;No Feriado;1;FdS;2;Otono
31-07-2015;8:00:00;107;12;12;88;6;1;Despejado;0;No Feriado;0;DdS;1;Verano
20-09-2015;9:00:00;311;12;12;82;6;1;Despejado;0;No Feriado;1;FdS;2;Otono
03-10-2015;10:00:00;832;12;12;82;6;1;Despejado;0;No Feriado;1;FdS;2;Otono
09-10-2015;11:00:00;674;12;12;82;6;1;Despejado;0;No Feriado;0;DdS;2;Otono
18-10-2015;12:00:00;573;12;12;88;6;3;Parcialmente Nublado;0;No Feriado;1;FdS;2;Otono
19-10-2015;13:00:00;127;12;12;88;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
19-10-2015;14:00:00;603;12;12;88;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
23-10-2015;15:00:00;124;12;12;74.5;6;4;Nublado;0;No Feriado;0;DdS;2;Otono
23-10-2015;16:00:00;2244;12;12;69.5;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
04-11-2015;17:00:00;336;12;12;94;6;7;Lluvia;0;No Feriado;0;DdS;2;Otono
03-06-2016;18:00:00;549;12;12;94;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
04-10-2016;19:00:00;61;12;12;94;6;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
15-10-2016;20:00:00;519;12;12;77;6;4;Nublado;0;No Feriado;1;FdS;2;Otono
15-10-2016;21:00:00;452;12;12;82;6;4;Nublado;0;No Feriado;1;FdS;2;Otono
15-10-2016;22:00:00;179;12;12;82;6;4;Nublado;0;No Feriado;1;FdS;2;Otono
30-10-2016;23:00:00;760;12;12;94;6;3;Parcialmente Nublado;0;No Feriado;1;FdS;2;Otono
31-10-2016;0:00:00;1336;12;12;91;6;1;Despejado;0;No Feriado;0;DdS;2;Otono
16-06-2015;1:00:00;161;11.5;11.5;69.5;6;1;Despejado;0;No Feriado;0;DdS;1;Verano
31-07-2015;2:00:00;93;11.5;11.5;85;6;1;Despejado;0;No Feriado;0;DdS;1;Verano
08-09-2015;3:00:00;2505;11.5;11.5;85;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
27-09-2015;4:00:00;409;11.5;11.5;82;6;3;Parcialmente Nublado;0;No Feriado;1;FdS;2;Otono
22-03-2016;5:00:00;1012;11.5;11.5;48.5;6;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
16-05-2016;6:00:00;2449;11.5;11.5;79.5;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
03-10-2016;7:00:00;191;11.5;11.5;79.5;6;1;Despejado;0;No Feriado;0;DdS;2;Otono
08-05-2015;8:00:00;3744;11;11;74.5;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
20-05-2015;9:00:00;517;11;11;60;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
16-06-2015;10:00:00;63;11;11;74.5;6;1;Despejado;0;No Feriado;0;DdS;1;Verano
31-07-2015;11:00:00;139;11;11;88;6;1;Despejado;0;No Feriado;0;DdS;1;Verano
22-09-2015;12:00:00;65;11;11;88;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
22-09-2015;13:00:00;46;11;11;91;6;7;Lluvia;0;No Feriado;0;DdS;2;Otono
29-09-2015;14:00:00;716;11;11;88;6;1;Despejado;0;No Feriado;0;DdS;2;Otono
02-10-2015;15:00:00;91;11;11;88;6;1;Despejado;0;No Feriado;0;DdS;2;Otono
03-10-2015;16:00:00;104;11;11;88;6;3;Parcialmente Nublado;0;No Feriado;1;FdS;2;Otono
10-10-2015;17:00:00;476;11;11;88;6;3;Parcialmente Nublado;0;No Feriado;1;FdS;2;Otono
31-10-2015;18:00:00;864;11;11;94;6;1;Despejado;0;No Feriado;1;FdS;2;Otono
26-11-2015;19:00:00;1082;11;11;77;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
14-04-2016;20:00:00;300;11;11;82;6;7;Lluvia;0;No Feriado;0;DdS;0;Primavera
16-05-2016;21:00:00;49;11;11;77;6;4;Nublado;0;No Feriado;0;DdS;0;Primavera
16-05-2016;22:00:00;56;11;11;79.5;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
10-10-2016;23:00:00;1901;11;11;74.5;6;1;Despejado;0;No Feriado;0;DdS;2;Otono
14-10-2016;0:00:00;2293;11;11;82;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
24-10-2016;1:00:00;534;11;11;77;6;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
24-10-2016;2:00:00;368;11;11;77;6;1;Despejado;0;No Feriado;0;DdS;2;Otono
25-10-2016;3:00:00;2281;11;11;79.5;6;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
25-10-2016;4:00:00;1100;11;11;79.5;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
30-10-2016;5:00:00;601;11;11;94;6;1;Despejado;0;No Feriado;1;FdS;2;Otono
30-10-2016;6:00:00;2069;11;11;100;6;3;Parcialmente Nublado;0;No Feriado;1;FdS;2;Otono
14-12-2016;7:00:00;159;11;11;94;6;4;Nublado;0;No Feriado;0;DdS;3;Invierno
08-06-2015;8:00:00;55;10.5;10.5;85;6;1;Despejado;0;No Feriado;0;DdS;1;Verano
03-10-2015;9:00:00;171;10.5;10.5;88;6;3;Parcialmente Nublado;0;No Feriado;1;FdS;2;Otono
04-10-2015;10:00:00;430;10.5;10.5;88;6;3;Parcialmente Nublado;0;No Feriado;1;FdS;2;Otono
10-10-2015;11:00:00;246;10.5;10.5;85;6;3;Parcialmente Nublado;0;No Feriado;1;FdS;2;Otono
19-10-2015;12:00:00;345;10.5;10.5;79.5;6;1;Despejado;0;No Feriado;0;DdS;2;Otono
01-11-2015;13:00:00;766;10.5;10.5;97;6;4;Nublado;0;No Feriado;1;FdS;2;Otono
06-05-2016;14:00:00;85;10.5;10.5;74;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
14-10-2016;15:00:00;125;10.5;10.5;79.5;6;1;Despejado;0;No Feriado;0;DdS;2;Otono
03-11-2016;16:00:00;1931;10.5;10.5;60;6;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
13-12-2016;17:00:00;4258;10.5;10.5;91;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
09-04-2015;18:00:00;434;10;10;82;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
27-04-2015;19:00:00;1082;10;10;54;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
08-05-2015;20:00:00;71;10;10;76;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
06-09-2015;21:00:00;375;10;10;82;6;1;Despejado;0;No Feriado;1;FdS;2;Otono
06-09-2015;22:00:00;204;10;10;79;6;1;Despejado;0;No Feriado;1;FdS;2;Otono
27-09-2015;23:00:00;114;10;10;85;6;4;Nublado;0;No Feriado;1;FdS;2;Otono
28-09-2015;0:00:00;2124;10;10;94;6;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
10-10-2015;1:00:00;155;10;10;91;6;3;Parcialmente Nublado;0;No Feriado;1;FdS;2;Otono
01-12-2015;2:00:00;22;10;10;94;6;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
01-12-2015;3:00:00;24;10;10;94;6;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
13-12-2015;4:00:00;601;10;10;94;6;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
12-03-2016;5:00:00;2090;10;10;69;6;2;Nubosidad Variable;0;No Feriado;1;FdS;0;Primavera
22-03-2016;6:00:00;1625;10;10;58;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
23-03-2016;7:00:00;1077;10;10;58;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
23-03-2016;8:00:00;1538;10;10;56;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
15-04-2016;9:00:00;39;10;10;88;6;7;Lluvia;0;No Feriado;0;DdS;0;Primavera
15-04-2016;10:00:00;1336;10;10;88;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
22-10-2016;11:00:00;589;10;10;82;6;1;Despejado;0;No Feriado;1;FdS;2;Otono
25-10-2016;12:00:00;2260;10;10;82;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
31-10-2016;13:00:00;2468;10;10;100;6;4;Nublado;0;No Feriado;0;DdS;2;Otono
04-11-2016;14:00:00;368;10;10;88;6;7;Lluvia;0;No Feriado;0;DdS;2;Otono
12-11-2016;15:00:00;691;10;10;94;6;7;Lluvia;0;No Feriado;1;FdS;2;Otono
22-12-2016;16:00:00;264;10;10;85;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
12-10-2015;17:00:00;47;9.5;9;79;6;4;Nublado;0;No Feriado;0;DdS;2;Otono
25-10-2015;18:00:00;1657;9.5;9;76;6;1;Despejado;0;No Feriado;1;FdS;2;Otono
05-01-2016;19:00:00;2561;9.5;9;84.5;6;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
05-05-2016;20:00:00;745;9.5;9;73.5;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
06-05-2016;21:00:00;77;9.5;9;79;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
10-10-2016;22:00:00;88;9.5;9;84.5;6;1;Despejado;0;No Feriado;0;DdS;2;Otono
14-10-2016;23:00:00;649;9.5;9;84.5;6;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
11-03-2015;0:00:00;629;9;8;82;6;4;Nublado;0;No Feriado;0;DdS;0;Primavera
12-03-2015;1:00:00;205;9;8;82;6;4;Nublado;0;No Feriado;0;DdS;0;Primavera
27-09-2015;2:00:00;155;9;8;87;6;1;Despejado;0;No Feriado;1;FdS;2;Otono
12-10-2015;3:00:00;63;9;8;82;6;4;Nublado;0;No Feriado;0;DdS;2;Otono
20-10-2015;4:00:00;36;9;8;94;6;1;Despejado;0;No Feriado;0;DdS;2;Otono
20-10-2015;5:00:00;2398;9;8;87;6;1;Despejado;0;No Feriado;0;DdS;2;Otono
20-10-2015;6:00:00;4699;9;8;90.5;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
02-11-2015;7:00:00;107;9;8;100;6;4;Nublado;0;No Feriado;0;DdS;2;Otono
02-11-2015;8:00:00;46;9;8;94;6;4;Nublado;0;No Feriado;0;DdS;2;Otono
25-11-2015;9:00:00;2799;9;8;73.5;6;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
24-05-2016;10:00:00;156;9;8;87;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
10-10-2016;11:00:00;62;9;8;87;6;1;Despejado;0;No Feriado;0;DdS;2;Otono
22-10-2016;12:00:00;94;9;8;87;6;1;Despejado;0;No Feriado;1;FdS;2;Otono
06-12-2016;13:00:00;1158;9;8;87;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
09-02-2015;14:00:00;2850;8.5;7.5;68.5;6;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
03-04-2015;15:00:00;423;8.5;7.5;93.5;6;3;Parcialmente Nublado;1;Feriado;0;DdS;0;Primavera
12-12-2015;16:00:00;716;8.5;7.5;73.5;6;7;Lluvia;0;No Feriado;1;FdS;3;Invierno
03-10-2016;17:00:00;2442;8.5;7.5;87;6;1;Despejado;0;No Feriado;0;DdS;2;Otono
22-10-2016;18:00:00;191;8.5;7.5;90;6;3;Parcialmente Nublado;0;No Feriado;1;FdS;2;Otono
05-01-2015;19:00:00;1342;8;7;82;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
27-03-2015;20:00:00;443;8;7;82;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
04-04-2015;21:00:00;420;8;7;71;6;1;Despejado;0;No Feriado;1;FdS;0;Primavera
05-04-2015;22:00:00;413;8;7;66;6;1;Despejado;0;No Feriado;1;FdS;0;Primavera
10-04-2015;23:00:00;73;8;7;90;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
10-04-2015;0:00:00;57;8;7;90;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
13-04-2015;1:00:00;42;8;7;68.5;6;4;Nublado;0;No Feriado;0;DdS;0;Primavera
13-04-2015;2:00:00;103;8;7;71;6;4;Nublado;0;No Feriado;0;DdS;0;Primavera
24-04-2015;3:00:00;57;8;7;87;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
24-04-2015;4:00:00;54;8;7;87;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
24-04-2015;5:00:00;106;8;7;87;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
12-12-2015;6:00:00;396;8;7;71;6;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
06-01-2016;7:00:00;809;8;7;87;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
06-01-2016;8:00:00;2853;8;7;82;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
23-01-2016;9:00:00;716;8;7;87.5;6;1;Despejado;0;No Feriado;1;FdS;3;Invierno
29-02-2016;10:00:00;1430;8;7;50;6;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
21-03-2016;11:00:00;117;8;7;82;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
31-03-2016;12:00:00;94;8;7;71;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
04-05-2016;13:00:00;133;8;7;71;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
11-10-2016;14:00:00;42;8;7;87;6;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
11-10-2016;15:00:00;136;8;7;87;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
22-10-2016;16:00:00;291;8;7;93;6;2;Nubosidad Variable;0;No Feriado;1;FdS;2;Otono
23-10-2016;17:00:00;217;8;7;90;6;2;Nubosidad Variable;0;No Feriado;1;FdS;2;Otono
23-10-2016;18:00:00;150;8;7;93;6;2;Nubosidad Variable;0;No Feriado;1;FdS;2;Otono
23-10-2016;19:00:00;319;8;7;87;6;2;Nubosidad Variable;0;No Feriado;1;FdS;2;Otono
13-11-2016;20:00:00;520;8;7;82;6;1;Despejado;0;No Feriado;1;FdS;2;Otono
26-11-2016;21:00:00;1057;8;7;82;6;2;Nubosidad Variable;0;No Feriado;1;FdS;2;Otono
02-12-2016;22:00:00;1203;8;7;82;6;4;Nublado;0;No Feriado;0;DdS;3;Invierno
02-12-2016;23:00:00;2166;8;7;84.5;6;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
01-11-2015;0:00:00;752;7.5;6.5;96.5;6;4;Nublado;0;No Feriado;1;FdS;2;Otono
21-03-2016;1:00:00;52;7.5;6.5;84.5;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
11-10-2016;2:00:00;47;7.5;6.5;90;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
23-10-2016;3:00:00;173;7.5;6.5;90;6;1;Despejado;0;No Feriado;1;FdS;2;Otono
21-03-2015;4:00:00;65;7;6;81;6;1;Despejado;0;No Feriado;1;FdS;0;Primavera
25-03-2015;5:00:00;1896;7;6;71;6;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
03-04-2015;6:00:00;46;7;6;93;6;7;Lluvia;1;Feriado;0;DdS;0;Primavera
21-04-2015;7:00:00;47;7;6;71;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
01-11-2015;8:00:00;297;7;6;100;6;4;Nublado;0;No Feriado;1;FdS;2;Otono
12-12-2015;9:00:00;110;7;6;76;6;1;Despejado;0;No Feriado;1;FdS;3;Invierno
21-03-2016;10:00:00;42;7;6;87;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
21-03-2016;11:00:00;116;7;6;87;6;4;Nublado;0;No Feriado;0;DdS;0;Primavera
21-03-2016;12:00:00;585;7;6;87;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
23-03-2016;13:00:00;64;7;6;81;6;4;Nublado;0;No Feriado;0;DdS;0;Primavera
24-04-2016;14:00:00;305;7;6;66;6;1;Despejado;0;No Feriado;1;FdS;0;Primavera
01-05-2016;15:00:00;171;7;6;71;6;1;Despejado;0;No Feriado;1;FdS;0;Primavera
11-10-2016;16:00:00;2575;7;6;90;6;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
23-11-2016;17:00:00;4423;7;6;90;6;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
19-12-2016;18:00:00;49;7;6;87;6;4;Nublado;0;No Feriado;0;DdS;3;Invierno
19-12-2016;19:00:00;1930;7;6;87;6;4;Nublado;0;No Feriado;0;DdS;3;Invierno
20-12-2016;20:00:00;1244;7;6;76;6;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
27-12-2016;21:00:00;1073;7;6;71;6;1;Despejado;1;Feriado;0;DdS;3;Invierno
17-02-2015;22:00:00;2574;6.5;5.5;59;6;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
06-04-2015;23:00:00;263;6.5;5.5;76;6;1;Despejado;1;Feriado;0;DdS;0;Primavera
06-04-2015;0:00:00;177;6.5;5.5;73.5;6;1;Despejado;1;Feriado;0;DdS;0;Primavera
22-04-2015;1:00:00;33;6.5;5.5;84;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
02-11-2016;2:00:00;636;6.5;5.5;78.5;6;1;Despejado;0;No Feriado;0;DdS;2;Otono
14-02-2015;3:00:00;85;6;5;87;6;7;Lluvia;0;No Feriado;1;FdS;3;Invierno
21-04-2015;4:00:00;29;6;5;76;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
10-03-2016;5:00:00;840;6;5;81;6;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
12-03-2016;6:00:00;423;6;5;87;6;1;Despejado;0;No Feriado;1;FdS;0;Primavera
31-03-2016;7:00:00;104;6;5;76;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
11-11-2016;8:00:00;545;6;5;81;6;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
27-11-2016;9:00:00;184;6;5;93;6;7;Lluvia;0;No Feriado;1;FdS;2;Otono
03-12-2016;10:00:00;63;6;5;81;6;4;Nublado;0;No Feriado;1;FdS;3;Invierno
20-01-2016;11:00:00;906;5.5;4.5;68;6;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
20-01-2016;12:00:00;960;5.5;4.5;68;6;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
11-02-2016;13:00:00;920;5.5;4.5;73.5;6;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
22-03-2016;14:00:00;2183;5.5;4.5;78.5;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
20-04-2016;15:00:00;53;5.5;4.5;90;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
01-05-2016;16:00:00;107;5.5;4.5;78.5;6;1;Despejado;0;No Feriado;1;FdS;0;Primavera
05-01-2015;17:00:00;32;5;4;87;6;4;Nublado;0;No Feriado;0;DdS;3;Invierno
19-01-2015;18:00:00;908;5;4;63.5;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
10-02-2015;19:00:00;1911;5;4;87;6;4;Nublado;0;No Feriado;0;DdS;3;Invierno
11-02-2015;20:00:00;1347;5;4;76;6;4;Nublado;0;No Feriado;0;DdS;3;Invierno
09-03-2015;21:00:00;31;5;4;81;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
25-02-2016;22:00:00;2424;5;4;51;6;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
12-03-2016;23:00:00;295;5;4;93;6;3;Parcialmente Nublado;0;No Feriado;1;FdS;0;Primavera
12-03-2016;0:00:00;149;5;4;93;6;4;Nublado;0;No Feriado;1;FdS;0;Primavera
03-11-2016;1:00:00;129;5;4;84;6;1;Despejado;0;No Feriado;0;DdS;2;Otono
03-11-2016;2:00:00;53;5;4;81;6;1;Despejado;0;No Feriado;0;DdS;2;Otono
26-11-2016;3:00:00;407;5;4;93;6;1;Despejado;0;No Feriado;1;FdS;2;Otono
27-11-2016;4:00:00;358;5;4;93;6;2;Nubosidad Variable;0;No Feriado;1;FdS;2;Otono
11-03-2015;5:00:00;56;4.5;3.5;87;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
06-03-2016;6:00:00;771;4.5;3.5;78.5;6;2;Nubosidad Variable;0;No Feriado;1;FdS;0;Primavera
18-03-2016;7:00:00;252;4.5;3.5;84;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
22-03-2016;8:00:00;41;4.5;3.5;87;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
05-12-2016;9:00:00;900;4.5;3.5;96.5;6;1;Despejado;0;No Feriado;0;DdS;3;Invierno
29-12-2016;10:00:00;449;4.5;3.5;90;6;1;Despejado;0;No Feriado;0;DdS;3;Invierno
05-01-2015;11:00:00;83;4;3;93;6;4;Nublado;0;No Feriado;0;DdS;3;Invierno
12-02-2015;12:00:00;51;4;3;75;6;4;Nublado;0;No Feriado;0;DdS;3;Invierno
12-02-2015;13:00:00;100;4;3;75;6;4;Nublado;0;No Feriado;0;DdS;3;Invierno
12-02-2015;14:00:00;3729;4;3;72.5;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
12-02-2015;15:00:00;894;4;3;75;6;4;Nublado;0;No Feriado;0;DdS;3;Invierno
12-02-2015;16:00:00;911;4;3;70;6;4;Nublado;0;No Feriado;0;DdS;3;Invierno
15-03-2016;17:00:00;42;4;3;87;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
22-03-2016;18:00:00;49;4;3;87;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
22-03-2016;19:00:00;659;4;3;87;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
25-04-2016;20:00:00;501;4;3;87;6;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
27-04-2016;21:00:00;255;4;3;87;6;7;Lluvia;0;No Feriado;0;DdS;0;Primavera
05-12-2016;22:00:00;709;4;3;93;6;1;Despejado;0;No Feriado;0;DdS;3;Invierno
19-01-2015;23:00:00;2774;3.5;2.5;72.5;6;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
19-01-2015;0:00:00;2543;3.5;2.5;72.5;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
20-01-2016;1:00:00;2532;3.5;2.5;78;6;1;Despejado;0;No Feriado;0;DdS;3;Invierno
29-11-2016;2:00:00;3162;3.5;2.5;75.5;6;1;Despejado;0;No Feriado;0;DdS;2;Otono
06-12-2016;3:00:00;36;3.5;2.5;96.5;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
28-12-2016;4:00:00;1081;3.5;2.5;100;6;1;Despejado;0;No Feriado;0;DdS;3;Invierno
28-12-2016;5:00:00;851;3.5;2.5;96.5;6;1;Despejado;0;No Feriado;0;DdS;3;Invierno
04-01-2015;6:00:00;182;3;2;93;6;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
04-01-2015;7:00:00;178;3;2;93;6;4;Nublado;0;No Feriado;1;FdS;3;Invierno
18-01-2015;8:00:00;1111;3;2;81;6;2;Nubosidad Variable;0;No Feriado;1;FdS;3;Invierno
21-01-2015;9:00:00;666;3;2;81;6;4;Nublado;0;No Feriado;0;DdS;3;Invierno
21-01-2015;10:00:00;480;3;2;81;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
23-03-2015;11:00:00;79;3;2;81;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
16-01-2016;12:00:00;618;3;2;81;6;1;Despejado;0;No Feriado;1;FdS;3;Invierno
11-02-2016;13:00:00;33;3;2;87;6;1;Despejado;0;No Feriado;0;DdS;3;Invierno
24-02-2016;14:00:00;1880;3;2;84;6;1;Despejado;0;No Feriado;0;DdS;3;Invierno
08-03-2016;15:00:00;108;3;2;75;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
08-03-2016;16:00:00;72;3;2;75;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
04-12-2016;17:00:00;406;3;2;87;6;1;Despejado;0;No Feriado;1;FdS;3;Invierno
06-12-2016;18:00:00;78;3;2;100;6;4;Nublado;0;No Feriado;0;DdS;3;Invierno
20-01-2015;19:00:00;636;2.5;1;78;6;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
25-03-2015;20:00:00;627;2.5;1;84;6;1;Despejado;0;No Feriado;0;DdS;0;Primavera
23-11-2015;21:00:00;513;2;0;87;6;1;Despejado;0;No Feriado;0;DdS;2;Otono
27-12-2016;22:00:00;187;2;0;93;6;1;Despejado;1;Feriado;0;DdS;3;Invierno
28-12-2016;23:00:00;195;2;0;96.5;6;1;Despejado;0;No Feriado;0;DdS;3;Invierno
29-12-2016;0:00:00;25;1.5;-0.5;96.5;6;1;Despejado;0;No Feriado;0;DdS;3;Invierno
29-11-2016;1:00:00;99;1;-1;87;6;1;Despejado;0;No Feriado;0;DdS;2;Otono
29-11-2016;2:00:00;609;1;-1;87;6;1;Despejado;0;No Feriado;0;DdS;2;Otono
29-11-2016;3:00:00;2115;1;-1;87;6;1;Despejado;0;No Feriado;0;DdS;2;Otono
05-12-2016;4:00:00;45;1;-1;93;6;1;Despejado;0;No Feriado;0;DdS;3;Invierno
05-12-2016;5:00:00;115;1;-1;93;6;1;Despejado;0;No Feriado;0;DdS;3;Invierno
05-12-2016;6:00:00;3945;1;-1;93;6;1;Despejado;0;No Feriado;0;DdS;3;Invierno
28-12-2016;7:00:00;75;1;-1;96.5;6;1;Despejado;0;No Feriado;0;DdS;3;Invierno
28-12-2016;8:00:00;29;1;-1;93;6;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
18-01-2015;9:00:00;197;0.5;-1.5;90;6;1;Despejado;0;No Feriado;1;FdS;3;Invierno
28-12-2016;10:00:00;364;0.5;-1.5;100;6;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
22-01-2015;11:00:00;640;0;-2;80;6;1;Despejado;0;No Feriado;0;DdS;3;Invierno
18-01-2016;12:00:00;334;0;-2;75;6;1;Despejado;0;No Feriado;0;DdS;3;Invierno
